resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,circuitRef,lat,lng,alt,dob,nationality,constructorRef,con_nationality,grid_pos,finish_pos,dnf,won,podium,driver_age,is_street,drv_roll5_finish,drv_roll5_points,drv_roll5_dnf,drv_roll5_grid,drv_experience,drv_circuit_win_rate,drv_circuit_podium_rate,con_roll5_finish,con_roll5_points,con_roll5_dnf,con_avg_pit,champ_pts,champ_pos,champ_wins,con_champ_pts,con_champ_pos,max_round,season_progress,pos_gained,overtaking_idx
3043,163,14,1,2,1,3.0,3,3,4.0,66,,,,,,,11,2000,6,20,European Grand Prix,2000-05-21,nurburgring,50.3356,6.9475,578,1971-03-27,British,mclaren,British,1,3,0,0,1,29.152635181382614,0,7.2,4.0,0.4,3.0,5,0.0,0.0,1.6,7.6,0.0,21.03063636363636,20.0,3.0,1.0,42.0,2.0,17,0.35294117647058826,-2,0.0
3042,163,57,1,1,3,2.0,2,2,6.0,67,+13.822,6134129.0,,,,,1,2000,6,20,European Grand Prix,2000-05-21,nurburgring,50.3356,6.9475,578,1968-09-28,Finnish,mclaren,British,3,2,0,0,1,31.644079397672826,0,7.2,4.4,0.4,1.6,5,0.0,0.0,1.8,7.2,0.0,21.03063636363636,22.0,2.0,1.0,42.0,2.0,17,0.35294117647058826,1,0.0
3062,164,14,1,2,3,1.0,1,1,10.0,78,1:49:28.213,6568213.0,,,,,1,2000,7,6,Monaco Grand Prix,2000-06-04,monaco,43.7347,7.42056,7,1971-03-27,British,mclaren,British,3,1,0,1,1,29.190965092402465,1,4.0,4.8,0.2,2.8,6,0.0,0.0,2.0,6.4,0.0,25.732333333333333,24.0,3.0,1.0,52.0,2.0,17,0.4117647058823529,2,-0.17193675889328064
3067,164,57,1,1,5,6.0,6,6,1.0,77,,,,,,,11,2000,7,6,Monaco Grand Prix,2000-06-04,monaco,43.7347,7.42056,7,1968-09-28,Finnish,mclaren,British,5,6,0,0,0,31.682409308692677,1,4.2,5.6,0.2,2.0,6,0.0,0.0,1.8,7.2,0.0,25.732333333333333,28.0,2.0,1.0,52.0,2.0,17,0.4117647058823529,-1,-0.17193675889328064
3090,165,14,1,2,2,7.0,7,7,0.0,69,+1:02.216,6134529.0,,,,,1,2000,8,7,Canadian Grand Prix,2000-06-18,villeneuve,45.5,-73.5228,13,1971-03-27,British,mclaren,British,2,7,0,0,0,29.229295003422312,0,2.0,6.8,0.0,3.0,7,0.0,0.0,2.6,6.2,0.0,24.347299999999997,34.0,2.0,2.0,63.0,2.0,17,0.47058823529411764,-5,-0.12606837606837606
3087,165,57,1,1,4,4.0,4,4,3.0,69,+18.561,6090874.0,,,,,1,2000,8,7,Canadian Grand Prix,2000-06-18,villeneuve,45.5,-73.5228,13,1968-09-28,Finnish,mclaren,British,4,4,0,0,0,31.720739219712527,0,2.6,5.8,0.0,2.8,7,0.0,0.0,3.8,4.2,0.0,24.347299999999997,29.0,3.0,1.0,63.0,2.0,17,0.47058823529411764,0,-0.12606837606837606
3106,166,14,1,2,2,1.0,1,1,10.0,72,1:38:05.538,5885538.0,,,,,1,2000,9,8,French Grand Prix,2000-07-02,magny_cours,46.8642,3.16361,228,1971-03-27,British,mclaren,British,2,1,0,1,1,29.267624914442163,0,2.8,6.0,0.0,2.8,8,0.0,0.0,4.0,4.0,0.0,23.775875,34.0,2.0,2.0,66.0,2.0,17,0.5294117647058824,1,-0.33157894736842103
3107,166,57,1,1,4,2.0,2,2,6.0,72,+14.748,5900286.0,,,,,1,2000,9,8,French Grand Prix,2000-07-02,magny_cours,46.8642,3.16361,228,1968-09-28,Finnish,mclaren,British,4,2,0,0,1,31.759069130732374,0,3.0,5.2,0.0,3.4,8,0.0,0.0,3.8,4.8,0.0,23.775875,32.0,3.0,1.0,66.0,2.0,17,0.5294117647058824,2,-0.33157894736842103
3129,167,14,1,2,2,2.0,2,2,6.0,71,+12.535,5308353.0,,,,,1,2000,10,70,Austrian Grand Prix,2000-07-16,red_bull_ring,47.2197,14.7647,678,1971-03-27,British,mclaren,British,2,2,0,0,1,29.305954825462013,0,2.8,6.0,0.0,2.4,9,0.0,0.0,4.0,4.0,0.0,22.334081632653064,44.0,2.0,3.0,82.0,2.0,17,0.5882352941176471,0,-0.3742857142857143
3128,167,57,1,1,1,1.0,1,1,10.0,71,1:28:15.818,5295818.0,,,,,1,2000,10,70,Austrian Grand Prix,2000-07-16,red_bull_ring,47.2197,14.7647,678,1968-09-28,Finnish,mclaren,British,1,1,0,1,1,31.797399041752225,0,3.0,5.2,0.0,3.6,9,0.0,0.0,3.2,5.0,0.0,22.334081632653064,38.0,3.0,1.0,82.0,2.0,17,0.5882352941176471,0,-0.3742857142857143
3152,168,14,1,2,1,3.0,3,3,4.0,45,+21.168,5155586.0,,,,,1,2000,11,10,German Grand Prix,2000-07-30,hockenheimring,49.3278,8.56583,103,1971-03-27,British,mclaren,British,1,3,0,0,1,29.34428473648186,0,2.8,6.0,0.0,2.0,10,0.0,0.0,2.0,7.0,0.0,19.965703703703703,50.0,2.0,3.0,98.0,1.0,17,0.6470588235294118,-2,0.0033444816053511705
3151,168,57,1,1,4,2.0,2,2,6.0,45,+7.452,5141870.0,,,,,1,2000,11,10,German Grand Prix,2000-07-30,hockenheimring,49.3278,8.56583,103,1968-09-28,Finnish,mclaren,British,4,2,0,0,1,31.835728952772072,0,3.0,5.2,0.0,3.4,10,0.0,0.0,1.8,7.2,0.0,19.965703703703703,48.0,3.0,2.0,98.0,1.0,17,0.6470588235294118,2,0.0033444816053511705
3174,169,14,1,2,2,3.0,3,3,4.0,77,+8.455,6342324.0,,,,,1,2000,12,11,Hungarian Grand Prix,2000-08-13,hungaroring,47.5789,19.2486,264,1971-03-27,British,mclaren,British,2,3,0,0,1,29.38261464750171,0,2.8,6.0,0.0,2.0,11,0.0,0.0,2.0,6.4,0.0,21.997338709677418,54.0,2.0,3.0,108.0,1.0,17,0.7058823529411765,-1,-0.20532319391634982
3172,169,57,1,1,3,1.0,1,1,10.0,77,1:45:33.869,6333869.0,,,,,1,2000,12,11,Hungarian Grand Prix,2000-08-13,hungaroring,47.5789,19.2486,264,1968-09-28,Finnish,mclaren,British,3,1,0,1,1,31.874058863791923,0,3.0,5.2,0.0,3.6,11,0.0,0.0,2.2,6.0,0.0,21.997338709677418,54.0,3.0,2.0,108.0,1.0,17,0.7058823529411765,2,-0.20532319391634982
3197,170,14,1,2,5,4.0,4,4,3.0,44,+43.281,5337775.0,,,,,1,2000,13,13,Belgian Grand Prix,2000-08-27,spa,50.4372,5.97139,401,1971-03-27,British,mclaren,British,5,4,0,0,0,29.420944558521562,0,3.2,4.8,0.0,1.8,12,0.0,0.0,2.0,6.8,0.0,24.018333333333334,58.0,3.0,3.0,122.0,1.0,17,0.7647058823529411,1,-0.1962809917355372
3194,170,57,1,1,1,1.0,1,1,10.0,44,1:28:14.494,5294494.0,,,,,1,2000,13,13,Belgian Grand Prix,2000-08-27,spa,50.4372,5.97139,401,1968-09-28,Finnish,mclaren,British,1,1,0,1,1,31.912388774811774,0,2.0,7.0,0.0,3.2,12,0.0,0.0,2.6,5.4,0.0,24.018333333333334,64.0,1.0,3.0,122.0,1.0,17,0.7647058823529411,0,-0.1962809917355372
3233,171,14,1,2,5,,R,18,0.0,0,,,,,,,4,2000,14,14,Italian Grand Prix,2000-09-10,monza,45.6156,9.28111,162,1971-03-27,British,mclaren,British,5,18,1,0,0,29.45927446954141,0,2.6,5.4,0.0,2.4,13,0.0,0.0,2.2,6.6,0.0,24.312194444444444,61.0,3.0,3.0,135.0,1.0,17,0.8235294117647058,-13,-0.09315589353612168
3217,171,57,1,1,3,2.0,2,2,6.0,53,+3.810,5255448.0,,,,,1,2000,14,14,Italian Grand Prix,2000-09-10,monza,45.6156,9.28111,162,1968-09-28,Finnish,mclaren,British,3,2,0,0,1,31.95071868583162,0,1.4,8.4,0.0,2.6,13,0.0,0.0,5.4,5.4,0.2,24.312194444444444,74.0,1.0,4.0,135.0,1.0,17,0.8235294117647058,1,-0.09315589353612168
3242,172,14,1,2,2,5.0,5,5,2.0,73,+28.813,5819696.0,,,,,1,2000,15,19,United States Grand Prix,2000-09-24,indianapolis,39.795,-86.2347,223,1971-03-27,British,mclaren,British,2,5,0,0,0,29.49760438056126,0,6.0,3.4,0.2,3.0,14,0.0,0.0,5.2,5.8,0.2,23.775875,61.0,3.0,3.0,141.0,1.0,17,0.8823529411764706,-3,0.0
3256,172,57,1,1,3,,R,19,0.0,25,,,,,,,5,2000,15,19,United States Grand Prix,2000-09-24,indianapolis,39.795,-86.2347,223,1968-09-28,Finnish,mclaren,British,3,19,1,0,0,31.98904859685147,0,1.4,8.4,0.0,2.4,14,0.0,0.0,6.0,4.2,0.2,23.775875,80.0,1.0,4.0,141.0,1.0,17,0.8823529411764706,-16,0.0
3262,173,14,1,2,3,3.0,3,3,4.0,53,+1:09.914,5463349.0,,,,,1,2000,16,22,Japanese Grand Prix,2000-10-08,suzuka,34.8431,136.541,45,1971-03-27,British,mclaren,British,3,3,0,0,1,29.53593429158111,0,6.6,2.6,0.2,3.0,15,0.0,0.0,9.0,3.6,0.4,23.802163265306124,63.0,3.0,3.0,143.0,2.0,17,0.9411764705882353,0,-0.09009009009009009
3261,173,57,1,1,2,2.0,2,2,6.0,53,+1.837,5395272.0,,,,,1,2000,16,22,Japanese Grand Prix,2000-10-08,suzuka,34.8431,136.541,45,1968-09-28,Finnish,mclaren,British,2,2,0,0,1,32.02737850787132,0,5.0,6.4,0.2,2.8,15,0.0,0.0,9.4,2.4,0.4,23.802163265306124,80.0,2.0,4.0,143.0,2.0,17,0.9411764705882353,0,-0.09009009009009009
3283,174,14,1,2,3,2.0,2,2,6.0,56,+0.732,5754967.0,,,,,1,2000,17,2,Malaysian Grand Prix,2000-10-22,sepang,2.76083,101.738,18,1971-03-27,British,mclaren,British,3,2,0,0,1,29.574264202600958,0,6.6,2.6,0.2,3.4,16,0.0,0.0,6.2,3.6,0.2,25.013684210526314,67.0,3.0,3.0,153.0,2.0,17,1.0,1,-0.05641025641025641
3285,174,57,1,1,2,4.0,4,4,3.0,56,+35.269,5789504.0,,,,,1,2000,17,2,Malaysian Grand Prix,2000-10-22,sepang,2.76083,101.738,18,1968-09-28,Finnish,mclaren,British,2,4,0,0,0,32.06570841889117,0,5.0,6.4,0.2,2.4,16,0.0,0.0,6.2,3.6,0.2,25.013684210526314,86.0,2.0,4.0,153.0,2.0,17,1.0,-2,-0.05641025641025641
2558,141,14,1,4,6,2.0,2,2,6.0,58,+1.717,5908250.0,,,,,1,2001,1,1,Australian Grand Prix,2001-03-04,albert_park,-37.8497,144.968,10,1971-03-27,British,mclaren,British,6,2,0,0,1,29.93839835728953,0,6.4,3.0,0.2,3.6,17,0.0,0.0,6.0,3.8,0.2,22.04942857142857,41.0,5.0,1.0,65.0,3.0,17,0.058823529411764705,4,-0.3408624229979466
2573,141,57,1,3,3,,R,17,0.0,25,,,,,,,22,2001,1,1,Australian Grand Prix,2001-03-04,albert_park,-37.8497,144.968,10,1968-09-28,Finnish,mclaren,British,3,17,1,0,0,32.42984257357974,0,5.6,5.0,0.2,2.2,17,0.0,0.0,2.6,5.0,0.0,22.04942857142857,12.0,11.0,0.0,65.0,3.0,17,0.058823529411764705,-14,-0.3408624229979466
2581,142,14,1,4,8,3.0,3,3,4.0,55,+28.555,6483356.0,,,,,1,2001,2,2,Malaysian Grand Prix,2001-03-18,sepang,2.76083,101.738,18,1971-03-27,British,mclaren,British,8,3,0,0,1,29.976728268309376,0,6.0,3.6,0.2,3.8,18,0.0,1.0,5.4,4.2,0.2,25.013684210526314,6.0,2.0,0.0,6.0,2.0,17,0.11764705882352941,5,-0.05641025641025641
2584,142,57,1,3,4,6.0,6,6,1.0,55,+48.606,6503407.0,,,,,1,2001,2,2,Malaysian Grand Prix,2001-03-18,sepang,2.76083,101.738,18,1968-09-28,Finnish,mclaren,British,4,6,0,0,0,32.46817248459959,0,8.8,3.0,0.4,2.6,18,0.0,0.0,5.6,3.8,0.2,25.013684210526314,12.0,11.0,0.0,6.0,2.0,17,0.11764705882352941,-2,-0.05641025641025641
2601,143,14,1,4,5,1.0,1,1,10.0,71,1:39:00.834,5940834.0,,,,,1,2001,3,18,Brazilian Grand Prix,2001-04-01,interlagos,-23.7036,-46.6997,785,1971-03-27,British,mclaren,British,5,1,0,1,1,30.015058179329227,0,3.0,4.4,0.0,4.4,19,0.0,0.0,6.4,2.8,0.2,23.064275862068968,10.0,3.0,0.0,11.0,2.0,17,0.17647058823529413,4,-0.21031746031746032
2622,143,57,1,3,3,,R,22,0.0,0,,,,,,,85,2001,3,18,Brazilian Grand Prix,2001-04-01,interlagos,-23.7036,-46.6997,785,1968-09-28,Finnish,mclaren,British,3,22,1,0,0,32.506502395619435,0,9.6,2.0,0.4,2.8,19,0.0,0.0,5.8,4.2,0.2,23.064275862068968,1.0,7.0,0.0,11.0,2.0,17,0.17647058823529413,-19,-0.21031746031746032
2624,144,14,1,4,1,2.0,2,2,6.0,62,+4.352,5449169.0,,,,,1,2001,4,21,San Marino Grand Prix,2001-04-15,imola,44.3439,11.7167,37,1971-03-27,British,mclaren,British,1,2,0,0,1,30.053388090349078,0,2.2,6.0,0.0,5.0,20,0.0,1.0,9.8,3.0,0.4,30.681583333333336,20.0,2.0,1.0,21.0,2.0,17,0.23529411764705882,-1,-0.23684210526315788
2626,144,57,1,3,2,4.0,4,4,3.0,62,+36.315,5481132.0,,,,,1,2001,4,21,San Marino Grand Prix,2001-04-15,imola,44.3439,11.7167,37,1968-09-28,Finnish,mclaren,British,2,4,0,0,0,32.544832306639286,0,10.2,2.0,0.4,2.8,20,0.0,1.0,6.8,4.2,0.2,30.681583333333336,1.0,10.0,0.0,21.0,2.0,17,0.23529411764705882,-2,-0.23684210526315788
2649,145,14,1,4,3,5.0,5,5,2.0,65,+51.616,5514921.0,,,,,1,2001,5,4,Spanish Grand Prix,2001-04-29,catalunya,41.57,2.26111,109,1971-03-27,British,mclaren,British,3,5,0,0,0,30.091718001368925,0,2.0,6.4,0.0,4.6,21,0.0,1.0,7.0,4.0,0.2,22.03984126984127,26.0,2.0,1.0,30.0,2.0,17,0.29411764705882354,-2,-0.07575757575757576
2653,145,57,1,3,2,9.0,9,9,0.0,64,,,,,,,8,2001,5,4,Spanish Grand Prix,2001-04-29,catalunya,41.57,2.26111,109,1968-09-28,Finnish,mclaren,British,2,9,0,0,0,32.58316221765914,0,10.6,1.4,0.4,2.8,21,1.0,1.0,6.8,4.2,0.2,22.03984126984127,4.0,7.0,0.0,30.0,2.0,17,0.29411764705882354,-7,-0.07575757575757576
2667,146,14,1,4,7,1.0,1,1,10.0,71,1:27:45.927,5265927.0,,,,,1,2001,6,70,Austrian Grand Prix,2001-05-13,red_bull_ring,47.2197,14.7647,678,1971-03-27,British,mclaren,British,7,1,0,1,1,30.130047912388775,0,2.6,5.6,0.0,4.6,22,0.0,1.0,8.4,2.2,0.2,22.334081632653064,28.0,2.0,1.0,32.0,2.0,17,0.35294117647058826,6,-0.3742857142857143
2687,146,57,1,3,8,,R,21,0.0,1,,,,,,,7,2001,6,70,Austrian Grand Prix,2001-05-13,red_bull_ring,47.2197,14.7647,678,1968-09-28,Finnish,mclaren,British,8,21,1,0,0,32.62149212867899,0,11.6,0.8,0.4,2.8,22,1.0,1.0,4.2,4.2,0.0,22.334081632653064,4.0,10.0,0.0,32.0,2.0,17,0.35294117647058826,-13,-0.3742857142857143
2693,147,14,1,4,1,5.0,5,5,2.0,77,,,,,,,11,2001,7,6,Monaco Grand Prix,2001-05-27,monaco,43.7347,7.42056,7,1971-03-27,British,mclaren,British,1,5,0,0,0,30.168377823408623,1,2.4,6.4,0.0,4.8,23,1.0,1.0,8.0,3.0,0.2,25.732333333333333,38.0,2.0,2.0,42.0,2.0,17,0.4117647058823529,-4,-0.17193675889328064
2707,147,57,1,3,3,,R,19,0.0,15,,,,,,,38,2001,7,6,Monaco Grand Prix,2001-05-27,monaco,43.7347,7.42056,7,1968-09-28,Finnish,mclaren,British,3,19,1,0,0,32.65982203969884,1,12.4,0.8,0.4,3.8,23,0.0,0.0,8.2,2.8,0.2,25.732333333333333,4.0,12.0,0.0,42.0,2.0,17,0.4117647058823529,-16,-0.17193675889328064
2722,148,14,1,4,3,,R,12,0.0,54,,,,,,,5,2001,8,7,Canadian Grand Prix,2001-06-10,villeneuve,45.5,-73.5228,13,1971-03-27,British,mclaren,British,3,12,1,0,0,30.206707734428473,0,2.8,6.0,0.0,3.4,24,0.0,0.0,11.0,2.4,0.4,24.347299999999997,40.0,2.0,2.0,44.0,2.0,17,0.47058823529411764,-9,-0.12606837606837606
2713,148,57,1,3,8,3.0,3,3,4.0,69,+40.672,5712194.0,,,,,1,2001,8,7,Canadian Grand Prix,2001-06-10,villeneuve,45.5,-73.5228,13,1968-09-28,Finnish,mclaren,British,8,3,0,0,1,32.69815195071869,0,15.0,0.6,0.6,3.6,24,0.0,0.0,11.6,2.4,0.6,24.347299999999997,4.0,13.0,0.0,44.0,2.0,17,0.47058823529411764,5,-0.12606837606837606
2735,149,14,1,4,5,3.0,3,3,4.0,67,+24.993,5407717.0,,,,,1,2001,9,20,European Grand Prix,2001-06-24,nurburgring,50.3356,6.9475,578,1971-03-27,British,mclaren,British,5,3,0,0,1,30.245037645448324,0,5.0,4.0,0.2,3.0,25,0.0,1.0,12.0,1.2,0.6,21.03063636363636,40.0,2.0,2.0,48.0,2.0,17,0.5294117647058824,2,0.0
2738,149,57,1,3,6,6.0,6,6,1.0,67,+1:04.868,5447592.0,,,,,1,2001,9,20,European Grand Prix,2001-06-24,nurburgring,50.3356,6.9475,578,1968-09-28,Finnish,mclaren,British,6,6,0,0,0,32.73648186173853,0,11.2,1.4,0.4,4.6,25,0.0,1.0,8.4,2.0,0.4,21.03063636363636,8.0,6.0,0.0,48.0,2.0,17,0.5294117647058824,0,0.0
2758,150,14,1,4,3,4.0,4,4,3.0,72,+17.106,5632742.0,,,,,1,2001,10,8,French Grand Prix,2001-07-01,magny_cours,46.8642,3.16361,228,1971-03-27,British,mclaren,British,3,4,0,0,0,30.26420260095825,0,5.2,3.6,0.2,3.8,26,1.0,1.0,8.6,1.8,0.4,23.775875,44.0,2.0,2.0,53.0,2.0,17,0.5882352941176471,-1,-0.33157894736842103
2776,150,57,1,3,4,,W,22,0.0,0,,,,,,,6,2001,10,8,French Grand Prix,2001-07-01,magny_cours,46.8642,3.16361,228,1968-09-28,Finnish,mclaren,British,4,22,1,0,0,32.75564681724846,0,11.6,1.0,0.4,5.4,26,0.0,1.0,5.6,2.4,0.2,23.775875,9.0,6.0,0.0,53.0,2.0,17,0.5882352941176471,-18,-0.33157894736842103
2795,151,14,1,4,3,,R,19,0.0,2,,,,,,,22,2001,11,9,British Grand Prix,2001-07-15,silverstone,52.0786,-1.01694,153,1971-03-27,British,mclaren,British,3,19,1,0,0,30.302532511978097,0,5.0,3.8,0.2,3.8,27,1.0,1.0,7.6,2.4,0.2,28.210826923076922,47.0,2.0,2.0,56.0,2.0,17,0.6470588235294118,-16,-0.14990859232175502
2777,151,57,1,3,2,1.0,1,1,10.0,60,1:25:33.770,5133770.0,,,,,1,2001,11,9,British Grand Prix,2001-07-15,silverstone,52.0786,-1.01694,153,1968-09-28,Finnish,mclaren,British,2,1,0,1,1,32.79397672826831,0,14.2,1.0,0.6,5.8,27,0.0,1.0,10.8,1.6,0.4,28.210826923076922,9.0,7.0,0.0,56.0,2.0,17,0.6470588235294118,1,-0.14990859232175502
2810,152,14,1,4,5,,R,12,0.0,27,,,,,,,5,2001,12,10,German Grand Prix,2001-07-29,hockenheimring,49.3278,8.56583,103,1971-03-27,British,mclaren,British,5,12,1,0,0,30.340862422997947,0,8.6,1.8,0.4,3.0,28,0.0,1.0,10.4,2.8,0.4,19.965703703703703,47.0,2.0,2.0,66.0,2.0,17,0.7058823529411765,-7,0.0033444816053511705
2817,152,57,1,3,3,,R,19,0.0,13,,,,,,,5,2001,12,10,German Grand Prix,2001-07-29,hockenheimring,49.3278,8.56583,103,1968-09-28,Finnish,mclaren,British,3,19,1,0,0,32.832306639288156,0,10.2,3.0,0.4,4.6,28,0.0,1.0,11.6,2.6,0.6,19.965703703703703,19.0,5.0,1.0,66.0,2.0,17,0.7058823529411765,-16,0.0033444816053511705
2823,153,14,1,4,2,3.0,3,3,4.0,77,+3.940,6113615.0,,,,,1,2001,13,11,Hungarian Grand Prix,2001-08-19,hungaroring,47.5789,19.2486,264,1971-03-27,British,mclaren,British,2,3,0,0,1,30.39835728952772,0,10.0,1.4,0.6,3.8,29,0.0,1.0,14.6,2.0,0.8,21.997338709677418,47.0,2.0,2.0,66.0,2.0,17,0.7647058823529411,-1,-0.20532319391634982
2825,153,57,1,3,6,5.0,5,5,2.0,77,+1:10.293,6179968.0,,,,,1,2001,13,11,Hungarian Grand Prix,2001-08-19,hungaroring,47.5789,19.2486,264,1968-09-28,Finnish,mclaren,British,6,5,0,0,0,32.889801505817935,0,10.2,3.0,0.4,4.6,29,1.0,1.0,10.8,2.8,0.6,21.997338709677418,19.0,5.0,1.0,66.0,2.0,17,0.7647058823529411,1,-0.20532319391634982
2844,154,14,1,4,9,2.0,2,2,6.0,36,+10.098,4095100.0,,,,,1,2001,14,13,Belgian Grand Prix,2001-09-02,spa,50.4372,5.97139,401,1971-03-27,British,mclaren,British,9,2,0,0,1,30.43668720054757,0,8.2,2.2,0.4,3.6,30,0.0,0.0,8.0,3.2,0.4,24.018333333333334,51.0,2.0,2.0,72.0,2.0,17,0.8235294117647058,7,-0.1962809917355372
2846,154,57,1,3,7,4.0,4,4,3.0,36,+36.087,4121089.0,,,,,1,2001,14,13,Belgian Grand Prix,2001-09-02,spa,50.4372,5.97139,401,1968-09-28,Finnish,mclaren,British,7,4,0,0,0,32.92813141683778,0,10.6,2.6,0.4,4.2,30,1.0,1.0,8.2,2.4,0.4,24.018333333333334,21.0,5.0,1.0,72.0,2.0,17,0.8235294117647058,3,-0.1962809917355372
2884,155,14,1,4,6,,R,20,0.0,6,,,,,,,5,2001,15,14,Italian Grand Prix,2001-09-16,monza,45.6156,9.28111,162,1971-03-27,British,mclaren,British,6,20,1,0,0,30.47501711156742,0,8.0,2.6,0.4,4.4,31,0.0,0.0,6.6,3.0,0.2,24.312194444444444,57.0,2.0,2.0,81.0,2.0,17,0.8823529411764706,-14,-0.09315589353612168
2882,155,57,1,3,7,,R,18,0.0,19,,,,,,,6,2001,15,14,Italian Grand Prix,2001-09-16,monza,45.6156,9.28111,162,1968-09-28,Finnish,mclaren,British,7,18,1,0,0,32.96646132785763,0,10.2,3.0,0.4,4.4,31,0.0,1.0,6.8,3.0,0.2,24.312194444444444,24.0,5.0,1.0,81.0,2.0,17,0.8823529411764706,-11,-0.09315589353612168
